lang,color,n_docs,n_proper_noun_flagged,pct_proper_noun_flagged,topic_idx,top_words,Translation ,primary,secondary,denonatitive or connotative,label
fr,red,1500,326,21.7,6,"rouge, croix, espèces, livre, petit, nom, rue, armée, espèce, allemagne","red, cross, species, book, small, name, street, army, species, Germany",Conflict ,,Association,
fr,red,1500,326,21.7,7,"rouges, rouge, jaunes, mer, france, bleus, armée, blancs, guerre, épreuve","reds, red, yellows, sea, France, blues, army, whites, war, event",Conflict ,,Association,
fr,red,1500,326,21.7,8,"rouge, carton, ange, ensemble, points, noire, rouges, voit, temps, terrain","red, card, angel, together, points, black, reds, sees, time, field",named entity,,Occurence,
fr,red,1500,326,21.7,9,"rouge, liste, partie, uicn, armée, écosystèmes, bois, critères, grand, espèce","red, list, part, IUCN, army, ecosystems, wood, criteria, large, species",Ecology & environment,,Association,
fr,red,1500,326,21.7,10,"rouge, fleurs, rouges, guerre, groupe, croix, pétales, fin, doubles, forme","red, flowers, reds, war, group, cross, petals, end, doubles, form",Conflict ,,Association,
fr,red,1500,326,21.7,11,"rouge, pierre, rouges, briques, saint, blanc, ligne, centre, bâtiment, toit","red, stone, reds, bricks, saint, white, line, centre, building, roof",Arts & entertainment,,Occurence,
fr,red,1500,326,21.7,12,"rouge, tour, peinte, lanterne, rouges, bandes, blanche, blanc, blanches, phare","red, tower, painted, lantern, reds, bands, white, white, whites, lighthouse",physical description,,Occurence,
fr,red,1500,326,21.7,13,"rouges, rouge, équipe, monde, danger, titre, autour, français, émilie, homme","reds, red, team, world, danger, title, around, French, Émilie, man",named entity,,Occurence,
fr,red,1500,326,21.7,14,"distance, décalage, rouge, donnent, mesures, basées, redshift, jour, hubble, valeurs","distance, shift, red, give, measures, based, redshift, day, Hubble, values",Arts & entertainment,,Occurence,
fr,red,1500,326,21.7,15,"rouge, couleur, étoile, rose, belgrade, ordre, studio, orange, brun, récipiendaire","red, colour, star, pink, Belgrade, order, studio, orange, brown, recipient",Colour co-occurrence,,Occurence,
fr,green,1500,340,22.7,1,"vert, cap, espace, parc, bois, saint, thé, situé, large, vigoureux","green, cape, space, park, wood, saint, tea, located, wide, vigorous",Ecology & environment,,Occurence,
fr,green,1500,340,22.7,2,"vert, victoire, points, défaite, tapis, match, écart, marqués, forfait, essais","green, victory, points, defeat, carpet, match, gap, scored, forfeit, tries",Life experiences,,Occurence,
fr,green,1500,340,22.7,3,"vertes, vert, famille, bruxelles, chasseur, avenue, production, nom, chemin, également","green, green, family, Brussels, hunter, avenue, production, name, path, also",Unknown,,unknown,
fr,green,1500,340,22.7,4,"vert, bleu, rouge, couleurs, noir, rose, pierre, jaune, couleur, ciel","green, blue, red, colours, black, pink, stone, yellow, colour, sky",Colour co-occurrence,,Occurence,
fr,green,1500,340,22.7,5,"verte, grand, vert, ceinture, centre, île, lil, londres, nouvelle, création","green, large, green, belt, centre, island, Lil, London, new, creation",Unknown,,unknown,
fr,green,1500,340,22.7,6,"parti, verts, alliance, vert, élections, coalition, gouvernement, 90, politique, gauche","party, greens, alliance, green, elections, coalition, government, 90, politics, left",Politics & ideology,,Association,
fr,green,1500,340,22.7,7,"verts, europe, écologie, parti, mouvement, liste, gauche, ancien, yeux, cheveux","greens, Europe, ecology, party, movement, list, left, former, eyes, hair",Politics & ideology,,Association,
fr,green,1500,340,22.7,8,"vert, blanc, hauteur, secondes, focale, émet, feu, couleur, rouge, période","green, white, height, focal, seconds, emits, light, colour, red, period",named entity,,Occurence,
fr,green,1500,340,22.7,9,"verte, ligne, ville, cours, croissance, partir, québec, déchets, candidate, temps","green, line, town, course, growth, from, Quebec, waste, candidate, time",named entity,,Occurence,
fr,green,1500,340,22.7,10,"vert, feuillage, foncé, cm, buisson, clair, brillant, feuilles, élève, hauteur","green, foliage, dark, cm, bush, light, bright, leaves, rises, height",Ecology & environment,,Occurence,
fr,green,1500,340,22.7,11,"vert, lac, rivière, jaune, rouge, sud, côté, nord, couleur, belle","green, lake, river, yellow, red, south, side, north, colour, beautiful",Colour co-occurrence,,Occurence,
fr,green,1500,340,22.7,12,"feu, vert, groupe, nautiques, km, milles, rouge, député, européen, ange","light, green, group, nautical, km, miles, red, MP, European, angel",named entity,,Occurence,
fr,green,1500,340,22.7,13,"vert, maillot, porte, points, classement, envergure, 30, jaune, groupe, mm","green, jersey, wears, points, classification, span, 30, yellow, group, mm",physical description,,Occurence,
fr,green,1500,340,22.7,14,"verte, france, présente, érigé, port, énergie, forme, électricité, épineux, écologique","green, France, presents, erected, port, energy, form, electricity, thorny, ecological",Ecology & environment,,Association,
fr,green,1500,340,22.7,15,"verts, verte, espaces, place, rue, partie, liste, rouges, chef, paris","greens, green, spaces, square, street, part, list, reds, chief, Paris",Ecology & environment,,Association,
fr,yellow,1500,499,33.3,1,"jaune, maillot, classement, général, étape, vert, leader, conserve, jaunes, jour","yellow, jersey, classification, general, stage, green, leader, retains, yellows, day",named entity,,Occurence,
fr,yellow,1500,499,33.3,2,"jaune, groupe, maillot, fleurs, pétales, secondes, doubles, km, arrivée, cm","yellow, group, jersey, flowers, petals, seconds, doubles, km, finish, cm",named entity,,Occurence,
fr,yellow,1500,499,33.3,3,"jaune, jaunes, sud, taches, brun, orange, corps, également, pâle, zone","yellow, yellows, south, spots, brown, orange, body, also, pale, zone",physical description,,Occurence,
fr,yellow,1500,499,33.3,4,"jaune, étoile, blanc, noir, fleuve, type, chine, fond, nom, spectral","yellow, star, white, black, river, type, China, background, name, spectral",Space,,Occurence,
fr,yellow,1500,499,33.3,5,"carton, jaune, points, rouge, jaunes, point, bandes, or, famille, térébenthine","card, yellow, points, red, yellows, point, bands, gold, family, turpentine",named entity,,Occurence,
fr,yellow,1500,499,33.3,6,"jaunes, gilets, mouvement, cartons, ordre, banc, écopé, française, suite, français","yellows, vests, movement, cards, order, bench, penalised, French, following, French",named entity,,Occurence,
fr,yellow,1500,499,33.3,7,"jaunes, rouges, liste, cartons, base, points, match, minutes, fin, retrouve","yellows, reds, list, cards, base, points, match, minutes, end, finds",named entity,,Occurence,
fr,yellow,1500,499,33.3,8,"jaunes, jaune, bleus, gilets, island, rouges, soutien, tête, stewart, guillaume","yellows, yellow, blues, vests, island, reds, support, head, Stewart, William",named entity,,Occurence,
fr,yellow,1500,499,33.3,9,"jaune, rouge, couleurs, bleu, noir, vert, couleur, orange, clair, noire","yellow, red, colours, blue, black, green, colour, orange, light, black",Colour co-occurrence,,Occurence,
fr,yellow,1500,499,33.3,10,"jaune, gilet, saint, jaunes, enceinte, pays, sociales, fossés, groupes, jean","yellow, vest, saint, yellows, enclosure, country, social, ditches, groups, Jean",Unknown,,unknown,
fr,yellow,1500,499,33.3,11,"jaune, couleur, rose, rouge, forme, foncé, partie, face, vert, feuilles","yellow, colour, pink, red, form, dark, part, face, green, leaves",Colour co-occurrence,,Occurence,
fr,yellow,1500,499,33.3,12,"jaune, thé, jaunes, rosier, place, ouest, paris, brigade, paul, années","yellow, tea, yellows, rose bush, place, west, Paris, brigade, Paul, years",Unknown,,unknown,
fr,yellow,1500,499,33.3,13,"jaune, tour, possède, tête, pierre, peinte, ocre, victoire, ensuite, noir","yellow, tower, has, head, stone, painted, ochre, victory, then, black",Arts & entertainment,,Occurence,
fr,yellow,1500,499,33.3,14,"gilets, jaunes, mouvement, france, manifestations, manifestants, emmanuel, macron, 2018, gouvernement","vests, yellows, movement, France, demonstrations, protesters, Emmanuel, Macron, 2018, government",Social Movement,,Association,
fr,yellow,1500,499,33.3,15,"jaune, diamant, ligne, porte, petites, rivière, espèces, bord, nord, long","yellow, diamond, line, door, small, river, species, edge, north, long",Unknown,,unknown,
fr,blue,1500,319,21.3,1,"bleu, ciel, oiseau, couleur, maillot, liz, naevus, couleurs, rouge, vert","blue, sky, bird, colour, jersey, Liz, naevus, colours, red, green",physical description,,Occurence,
fr,blue,1500,319,21.3,2,"bleu, partie, bleus, diamant, grande, nord, également, marine, française, côté","blue, part, blues, diamond, large, north, also, navy, French, side",Conflict ,,Association,
fr,blue,1500,319,21.3,3,"bleu, santal, fond, show, papier, femme, smackdown, fibres, musique, site","blue, sandalwood, background, show, paper, woman, SmackDown, fibres, music, site",Unknown,,unknown,
fr,blue,1500,319,21.3,4,"bleue, bleu, pierre, théâtre, ville, lieu, œuvre, tête, amour, mont","blue, blue, stone, theatre, town, place, work, head, love, mount",Life experiences,,Association,
fr,blue,1500,319,21.3,5,"bleue, bleu, rose, blanche, tableau, croix, espèces, or, réalisé, marc","blue, blue, pink, white, painting, cross, species, gold, directed, Marc",Colour co-occurrence,Arts & entertainment,Occurence,
fr,blue,1500,319,21.3,6,"bleus, bleues, rouges, bleu, jaunes, match, pierres, drapeau, saison, épisode","blues, blues, reds, blue, yellows, match, stones, flag, season, episode",Colour co-occurrence,,Occurence,
fr,blue,1500,319,21.3,7,"bleus, couleurs, yeux, verts, casques, tons, motifs, famille, œil, ensemble","blues, colours, eyes, greens, helmets, tones, motifs, family, eye, together",Arts & entertainment,,Occurence,
fr,blue,1500,319,21.3,8,"bleue, bleus, maison, couleur, temps, cheveux, petite, saint, 2012, fille","blue, blues, house, colour, time, hair, small, saint, 2012, girl",physical description,,Occurence,
fr,blue,1500,319,21.3,9,"bleues, bleus, équipe, 2018, bleue, ligne, compte, nuit, victoire, ans","blues, blues, team, 2018, blue, line, account, night, victory, years",Arts & entertainment,,Occurence,
fr,blue,1500,319,21.3,10,"bleue, rouge, bleus, bleu, corps, jaune, verte, film, score, ranger","blue, red, blues, blue, body, yellow, green, film, score, ranger",Colour co-occurrence,,Occurence,
fr,blue,1500,319,21.3,11,"pierre, bleue, façade, porte, briques, blanche, arc, chaussée, fenêtres, rez","stone, blue, façade, door, bricks, white, arch, roadway, windows, ground floor",physical description,,Occurence,
fr,blue,1500,319,21.3,12,"bleu, france, the, type, blanc, étoiles, américaine, uniforme, saint, bleues","blue, France, the, type, white, stars, American, uniform, saint, blues",named entity,,Occurence,
fr,blue,1500,319,21.3,13,"bleu, art, finale, parti, national, demi, noir, musée, grand, pays","blue, art, final, party, national, semi, black, museum, large, country",Arts & entertainment,,Occurence,
fr,blue,1500,319,21.3,14,"bleue, lumière, bleu, album, blue, publié, onde, couleur, barbe, mélatonine","blue, light, blue, album, blue, published, wave, colour, beard, melatonin",Arts & entertainment,,Occurence,
fr,blue,1500,319,21.3,15,"bleu, blanc, vert, rouge, jaune, noir, gris, foncé, couleur, clair","blue, white, green, red, yellow, black, grey, dark, colour, light",Colour co-occurrence,,Occurence,
fr,brown,625,39,6.2,1,"marron, présente, clair, abdomen, forme, noir, lavis, teinte, robe, partie","brown, presents, light, abdomen, form, black, wash, tint, coat, part",Unknown,,unknown,
fr,brown,625,39,6.2,2,"marrons, esclaves, nègres, nom, chiens, connu, marron, noirs, suspects, accusés","browns, slaves, negroes, name, dogs, known, brown, blacks, suspects, accused",Identity ,Power structures or hierarchies,Association,
fr,brown,625,39,6.2,3,"marron, orange, foncé, écailles, également, couleur, lieu, fibres, taches, petits","brown, orange, dark, scales, also, colour, place, fibres, spots, small",Ecology & environment,,Occurence,
fr,brown,625,39,6.2,4,"marron, vert, jaune, couleur, couleurs, bleu, blanc, rouge, fleurs, rose","brown, green, yellow, colour, colours, blue, white, red, flowers, pink",Colour co-occurrence,,Occurence,
fr,brown,625,39,6.2,5,"ligne, marron, koltsevaïa, moscou, située, central, métro, station, circulaire, district","line, brown, Koltsevaya, Moscow, located, central, metro, station, circular, district",named entity,,Occurence,
fr,brown,625,39,6.2,6,"marron, ceinture, blancs, appelé, espèce, pasteur, famille, henri, paul, tisserin","brown, belt, whites, called, species, Pasteur, family, Henri, Paul, weaver",named entity,,Occurence,
fr,brown,625,39,6.2,7,"marron, marrons, cuir, chef, bleu, édition, existe, noir, scène, utilise","brown, browns, leather, chief, blue, edition, exists, black, scene, uses",named entity,,Occurence,
fr,brown,625,39,6.2,8,"marron, uniquement, mode, vie, différence, né, sorte, loin, domestique, génétique","brown, only, fashion/way, life, difference, born, kind, far, domestic, genetic",Life experiences,,Occurence,
fr,brown,625,39,6.2,9,"marron, couleur, foncé, rouge, or, rougeâtre, noirs, long, couleurs, noir","brown, colour, dark, red, gold, reddish, blacks, long, colours, black",Colour co-occurrence,,Occurence,
fr,brown,625,39,6.2,10,"marron, sauvage, semi, marronnage, retourné, phénomène, âne, bois, cochon, pattes","brown, wild, semi, marronage, returned, phenomenon, donkey, wood, pig, legs",Ecology & environment,,Occurence,
fr,brown,625,39,6.2,11,"marron, couleur, blanc, corps, jaune, camomille, possède, petit, blanche, roux","brown, colour, white, body, yellow, chamomile, has, small, white, russet",physical description,,Occurence,
fr,brown,625,39,6.2,12,"marron, yeux, ailes, bleus, foncé, couleur, noir, cheveux, enfants, fond","brown, eyes, wings, blue, dark, colour, black, hair, children, background",physical description,,Occurence,
fr,brown,625,39,6.2,13,"marron, foncé, livrée, clair, brun, saint, ferté, yvoy, tesselles, fourrure","brown, dark, livery, light, brown, saint, Ferté, Yvoy, tesserae, fur",Ecology & environment,,Occurence,
fr,brown,625,39,6.2,14,"marron, ligne, circulaire, niveau, point, sol, stations, établie, souterrain, station","brown, line, circular, level, point, ground, stations, established, underground, station",named entity,,Occurence,
fr,brown,625,39,6.2,15,"marron, clair, gris, pâle, femelle, rouge, couleur, feu, gorge, ouest","brown, light, grey, pale, female, red, colour, fire, throat, west",Colour co-occurrence,,Occurence,
fr,orange,1500,267,17.8,1,"orange, bowl, the, joueur, syracuse, partie, 2004, гэ, équipe, français","orange, bowl, the, player, Syracuse, part/match, 2004, [гэ], team, French",named entity,,Occurence,
fr,orange,1500,267,17.8,2,"orange, ordre, nassau, chevalier, officier, mécanique, jaunes, feuilles, film, 2014","orange, order, Nassau, knight, officer, mechanical, yellows, leaves, film, 2014",named entity,,Occurence,
fr,orange,1500,267,17.8,3,"orange, prince, guerre, guillaume, maillot, général, nommé, devient, lord, service","orange, prince, war, William, jersey, general, named, becomes, lord, service",named entity,,Occurence,
fr,orange,1500,267,17.8,4,"orange, états, unis, série, comté, sud, texas, ligne, place, new","orange, states, united, series, county, south, Texas, line, place, new",named entity,,Occurence,
fr,orange,1500,267,17.8,5,"orange, blue, oranges, nature, morte, festival, société, jeux, fruits, ancien","orange, blue, oranges, nature, dead, festival, society, games, fruits, old",Arts & entertainment,,Occurence,
fr,orange,1500,267,17.8,6,"orange, prix, chair, douce, livre, new, jersey, patate, nord, ailes","orange, prize, flesh, sweet, book, new, jersey, potato, north, wings",Food & drink,,Occurence,
fr,orange,1500,267,17.8,7,"orange, comté, new, naissance, york, 2011, vaucluse, point, théâtre, petite","Orange, Comté, New, Birth, York, 2011, Vaucluse, Point, Theatre, Petite",named entity,,Occurence,
fr,orange,1500,267,17.8,8,"orange, couleurs, jus, nouvelle, également, match, béton, briques, perd, associé","orange, colours, juice, new, also, match, concrete, bricks, loses, associated",Food & drink,,Occurence,
fr,orange,1500,267,17.8,9,"orange, gris, pâle, taches, scène, bord, présente, adaptation, lumière, of","orange, grey, pale, spots, scene, edge, presents, adaptation, light, of",physical description,,Occurence,
fr,orange,1500,267,17.8,10,"orange, grand, 2018, fin, décembre, cassidy, rencontre, troupes, jours, luxembourg","orange, large, 2018, end, December, Cassidy, meeting, troops, days, Luxembourg",named entity,,Occurence,
fr,orange,1500,267,17.8,11,"orange, oranges, californie, prince, comté, douces, patates, nom, suite, parti","orange, oranges, California, prince, county, sweet, potatoes, name, following, party",Food & drink,,Occurence,
fr,orange,1500,267,17.8,12,"orange, rouge, jaune, couleur, vert, blanc, noir, bleu, couleurs, foncé","orange, red, yellow, colour, green, white, black, blue, colours, dark",Colour co-occurrence,,Occurence,
fr,orange,1500,267,17.8,13,"orange, france, studio, mort, espagne, né, 2019, opérateur, cinéma, production","orange, France, studio, death, Spain, born, 2019, operator, cinema, production",Arts & entertainment,,Occurence,
fr,orange,1500,267,17.8,14,"orange, france, vigilance, canicule, départements, météo, placés, juillet, the, black","orange, France, vigilance, heatwave, departments, weather, placed, July, tea, black",Warnings,Ecology & environment,Association,
fr,orange,1500,267,17.8,15,"orange, guillaume, nassau, iii, ii, prince, roi, maison, jacques, pays","orange, Guillaume, Nassau, III, II, prince, king, house, Jacques, country",Power structures or hierarchies,,Association,
fr,pink,1500,407,27.1,1,"rose, ars, issue, queen, dowager, moderne, croisement, avram, groupe, états","pink, Ars, issue/descent, queen, dowager, modern, cross(breed), Avram, group, states",Power structures or hierarchies,,Association,
fr,pink,1500,407,27.1,2,"roses, rose, rosa, rosier, histoire, cultivar, époque, français, obtenu, variétés","roses, rose, Rosa, rose bush, history, cultivar, era, French, obtained, varieties",Ecology & environment,,Occurence,
fr,pink,1500,407,27.1,3,"roses, fils, maison, rosiers, fille, rouges, poulsen, épouse, mort, obtenteur","roses, sons, house, rose bushes, daughter, reds, Poulsen, spouse, death, breeder",Life experiences,,Occurence,
fr,pink,1500,407,27.1,4,"rose, monde, roses, favorite, variété, anciennes, france, old, ancienne, 2012","rose, world, roses, favourite, variety, old ones, France, old, ancient, 2012",physical description,,Occurence,
fr,pink,1500,407,27.1,5,"roses, jardins, page, marie, 2002, journal, thérèse, haudebourg, hachette, jardin","roses, gardens, page, Marie, 2002, journal, Thérèse, Haudebourg, Hachette, garden",named entity,,Occurence,
fr,pink,1500,407,27.1,6,"roses, roseraie, admirer, or, haÿ, val, marne, noms, portant, normandie","roses, rose garden, admire, gold, Haÿ, Val, Marne, names, bearing, Normandy",Unknown,,unknown,
fr,pink,1500,407,27.1,7,"rose, fleurs, pétales, doubles, couleur, parfumées, grandes, garden, forme, pâle","rose, flowers, petals, doubles, colour, fragrant, large, garden, form, pale",Ecology & environment,,Occurence,
fr,pink,1500,407,27.1,8,"rose, roses, prix, of, new, york, paris, belle, david, années","rose, roses, prize, of, New, York, Paris, beautiful, David, years",Arts & entertainment,,Occurence,
fr,pink,1500,407,27.1,9,"rose, couleur, rouge, thé, hybride, madame, jaune, rosier, place, foncé","rose, colour, red, tea, hybrid, Madame, yellow, rose bush, place, dark",Colour co-occurrence,,Occurence,
fr,pink,1500,407,27.1,10,"roses, anciennes, rose, 2016, nouvelle, parfum, françois, joyaux, pétales, cm","old ones, ancient, rose, 2016, new, perfume, François, jewels, petals, cm",Arts & entertainment,,Occurence,
fr,pink,1500,407,27.1,11,"rose, society, show, britton, 1999, bleu, également, titre, 2000, maillot","rose, society, show, Britton, 1999, blue, also, title, 2000, jersey",named entity,,Occurence,
fr,pink,1500,407,27.1,12,"the, of, rose, roses, and, charles, collection, ispahan, ritson, quest","the, of, rose, roses, and, Charles, collection, Ispahan, Ritson, quest",Unknown,,unknown,
fr,pink,1500,407,27.1,13,"rose, marie, nom, abra, paul, née, princesse, pays, série, monaco","rose, Marie, name, Abra, Paul, born, princess, country, series, Monaco",Power structures or hierarchies,,Association,
fr,pink,1500,407,27.1,14,"rose, fleurs, bouquets, roses, fleurissent, blanches, 10, fort, diamètre, petites","rose, flowers, bouquets, roses, bloom, whites, 10, strong, diameter, small",Ecology & environment,,Occurence,
fr,pink,1500,407,27.1,15,"rose, blanche, film, william, the, mcgredy, roses, nom, américain, samuel","rose, white, film, William, the, McGredy, roses, name, American, Samuel",Ecology & environment,,Occurence,
fr,purple,1500,504,33.6,1,"violet, the, salon, paris, français, and, épouse, 1971, violettes, jean","purple, the, salon, Paris, French, and, spouse, 1971, violets, Jean",Arts & entertainment,,Occurence,
fr,purple,1500,504,33.6,2,"violet, née, fille, groupe, pierre, violette, blanche, famille, père, douce","purple, born, daughter, group, Pierre, Violette, white, family, father, sweet/soft",named entity,,Occurence,
fr,purple,1500,504,33.6,3,"violets, club, rouge, yeux, cheveux, édition, roses, ex, couleurs, rouges","purples, club, red, eyes, hair, edition, roses, ex, colours, reds",Colour co-occurrence,,Occurence,
fr,purple,1500,504,33.6,4,"violette, ligne, violet, nom, devient, taches, chanterelle, américaine, fleur, genre","violet, line, purple, name, becomes, spots, chanterelle, American, flower, genus",Unknown,,unknown,
fr,purple,1500,504,33.6,5,"violette, jean, vf, vincent, leduc, pierre, ac, années, paul, andré","Violette, Jean, VF, Vincent, Leduc, Pierre, AC, years, Paul, André",named entity,,Occurence,
fr,purple,1500,504,33.6,6,"violet, bleu, rouge, jaune, vert, couleurs, couleur, blanc, orange, noir","purple, blue, red, yellow, green, colours, colour, white, orange, black",Colour co-occurrence,,Occurence,
fr,purple,1500,504,33.6,7,"violettes, violette, saint, or, bois, film, martin, œuvre, robe, année","violets, violet, saint, gold, wood, film, Martin, work, robe, year",Arts & entertainment,,Occurence,
fr,purple,1500,504,33.6,8,"violet, forme, violette, présente, femme, émile, 2014, édouard, série, rang","purple, form, violet, presents, woman, Émile, 2014, Édouard, series, rank",Unknown,,unknown,
fr,purple,1500,504,33.6,9,"violette, brigade, morts, paul, gustave, monument, bleue, adrien, mort, pairet","Violette, brigade, dead, Paul, Gustave, monument, blue, Adrien, death, Pairet",named entity,,Occurence,
fr,purple,1500,504,33.6,10,"violette, couleur, équipe, parfum, donne, cm, violettes, co, 2001, min","violet, colour, team, perfume, gives, cm, violets, co, 2001, min",Unknown,,Occurence,
fr,purple,1500,504,33.6,11,"saison, violet, violette, rose, épisode, couleur, grande, porte, peau, apparence","season, purple, violet, pink, episode, colour, large, door, skin, appearance",Colour co-occurrence,,Occurence,
fr,purple,1500,504,33.6,12,"violet, chachki, rose, of, vie, rouge, barungi, âge, ciel, généralement","violet, Chachki, pink, of, life, red, Barungi, age, sky, generally",named entity,Arts & entertainment,Occurence,
fr,purple,1500,504,33.6,13,"violet, violette, onde, ultra, image, noire, amas, radio, cordery, radiotélescopes","violet, purple, wave, ultra, image, black, cluster, radio, Cordery, radio telescopes",Space,,Occurence,
fr,purple,1500,504,33.6,14,"fleurs, violettes, violette, feuilles, violet, long, rue, couleur, pétales, blanches","flowers, violets, violet, leaves, purple, long, street, colour, petals, white",Ecology & environment,,Occurence,
fr,purple,1500,504,33.6,15,"violette, métrage, terre, lumière, ailhaud, court, 2013, publié, éditions, classement","Violette, film/footage, earth, light, Ailhaud, short, 2013, published, editions, ranking",Arts & entertainment,,Occurence,
fr,gray,1500,175,11.7,1,"gris, blanc, tour, lanterne, peinte, porte, noir, rouges, rouge, grise","grey, white, tower, lantern, painted, door, black, reds, red, grey",physical description,,Occurence,
fr,gray,1500,175,11.7,2,"gris, vert, forme, couleur, brun, compagnie, jaunâtre, feuilles, foncé, blanc","grey, green, form, colour, brown, company, yellowish, leaves, dark, white",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,3,"gris, bleu, jaune, pâle, cheveux, fond, blancs, rouge, épisode, toile","grey, blue, yellow, pale, hair, background, whites, red, episode, canvas",Colour co-occurrence,Arts & entertainment,Occurence,
fr,gray,1500,175,11.7,4,"gris, couleur, blanche, loup, grise, tête, jeune, bleue, possède, teinte","grey, colour, white, wolf, grey, head, young, blue, has, tint",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,5,"gris, couleur, partie, brun, présente, écorce, supérieure, foncé, fond, clair","grey, colour, part, brown, presents, bark, upper, dark, background, light",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,6,"gris, pierre, cap, nez, bâtiment, façade, écureuil, autour, granit, parties","grey, stone, cape, nose, building, façade, squirrel, around, granite, parts",Ecology & environment,,Occurence,
fr,gray,1500,175,11.7,7,"gris, espèces, renard, amérique, roux, гэ, portrait, nature, femme, loup","grey, species, fox, America, russet, [гэ], portrait, nature, woman, wolf",Ecology & environment,,Occurence,
fr,gray,1500,175,11.7,8,"robe, grise, stud, book, étalon, cheval, inscrit, gris, saut, obstacles","coat, grey, stud, book, stallion, horse, registered, grey, jump, obstacles",Ecology & environment,,Occurence,
fr,gray,1500,175,11.7,9,"gris, souris, noire, encre, lavis, brune, pierre, brun, plume, jean","grey, mouse, black, ink, wash, brown, stone, brown, quill/feather, Jean",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,10,"grise, gris, petit, maison, couleur, calcaire, grand, grises, île, points","grey, grey, small, house, colour, limestone, large, greys, island, points",physical description,,Occurence,
fr,gray,1500,175,11.7,11,"gris, noir, couleurs, juan, ailes, blanc, foncé, clair, orange, rouge","grey, black, colours, Juan, wings, white, dark, light, orange, red",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,12,"gris, marbre, rouge, blanc, années, noir, ans, bleu, rose, motifs","grey, marble, red, white, years, black, years, blue, pink, motifs",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,13,"grise, homme, couleur, matière, or, gris, éminence, pourriture, titre, réalisé","grey, man, colour, matter, gold, grey, eminence, rot, title, directed",Colour co-occurrence,,Occurence,
fr,gray,1500,175,11.7,14,"gris, ciel, zones, tons, grises, robes, partir, sol, musique, couche","grey, sky, zones, tones, greys, robes, from, ground, music, layer",Arts & entertainment,,Occurence,
fr,gray,1500,175,11.7,15,"grises, grise, robe, gris, espèce, généralement, baie, bai, sud, famille","greys, grey, coat, grey, species, generally, bay, bay, south, family",Ecology & environment,,Occurence,
es,black,1500,238,15.9,1,"negro, negra, tierra, elementos, movimiento, indígenas, mujeres, guerra, estadounidenses, negros","black, black, earth/land, elements, movement, indigenous, women, war, Americans, blacks",Identity ,,Association,
es,black,1500,238,15.9,2,"negro, color, rojo, colores, blanco, verde, azul, amarillo, mercado, bandera","black, colour, red, colours, white, green, blue, yellow, market, flag",Colour co-occurrence,,Occurence,
es,black,1500,238,15.9,3,"negros, agujeros, blancos, mayoría, negra, región, equivale, carnaval, personas, unidos","blacks, holes, whites, majority, black, region, equals, carnival, people, united",Identity ,,Association,
es,black,1500,238,15.9,4,"negro, mar, chocolate, ciudad, sur, norte, agujero, europa, cacao, mediterráneo","black, sea, chocolate, city, south, north, hole, Europe, cacao, Mediterranean",named entity,,Occurence,
es,black,1500,238,15.9,5,"negra, blanca, unidos, raza, proceso, isla, sangre, magia, febrero, redonda","black, white, united, race, process, island, blood, magic, February, round",Identity ,,Association,
es,black,1500,238,15.9,6,"negro, blanco, agujero, color, españa, horizonte, josé, schwarzschild, sucesos, fotografía","black, white, hole, colour, Spain, horizon, José, Schwarzschild, events, photography",Space,,Occurence,
es,black,1500,238,15.9,7,"negra, población, nacional, peste, parque, universidad, europa, natural, años, país","black, population, national, plague, park, university, Europe, natural, years, country",Death ,,Association,
es,black,1500,238,15.9,8,"negros, esclavos, blancos, grupos, agujeros, cuenca, estrellas, puntos, tezcatlipoca, años","blacks, slaves, whites, groups, holes, basin, stars, points, Tezcatlipoca, years",Belief and ritual,,Association,
es,black,1500,238,15.9,9,"negro, negra, 000, cinturón, the, café, temperatura, aves, águila, especies","black, black, 000, belt, the, coffee, temperature, birds, eagle, species",named entity,,Occurence,
es,black,1500,238,15.9,10,"negro, cuerpo, radiación, color, luz, película, forma, cine, ley, planck","black, body, radiation, colour, light, film, form, cinema, law, Planck",Arts & entertainment,,Occurence,
es,black,1500,238,15.9,11,"río, negra, negro, música, ríos, uruguay, provincia, san, laguna, peña","river, black, black, music, rivers, Uruguay, province, San, lagoon, Peña",named entity,,Occurence,
es,black,1500,238,15.9,12,"negra, marea, arroz, costa, francia, tinta, prestige, cabeza, diciembre, noviembre","black, tide, rice, coast, France, ink, Prestige, head, December, November",named entity,,Occurence,
es,black,1500,238,15.9,13,"negro, negros, blancos, año, blanco, colores, grises, áfrica, mestizos, imperio","black, blacks, whites, year, white, colours, greys, Africa, mestizos, empire",Identity ,,Association,
es,black,1500,238,15.9,14,"negro, mar, río, zona, km, valle, hombres, mayo, fusión, norte","black, sea, river, zone, km, valley, men, May, fusion, north",named entity,,Occurence,
es,black,1500,238,15.9,15,"negras, negro, blancas, piezas, color, nombre, número, jugador, base, arte","blacks, black, whites, pieces, colour, name, number, player, base, art",Arts & entertainment,,Occurence,
